id;user_id;title;message;type;read;link;created_at
9c8ad24d-a253-48dd-ad49-b856ace8000f;df25f4c3-79b8-40d5-b415-f9ae639ec07c;Role Request;New role request pending approval from a registered user.;warning;false;;2027-09-08 10:04:15.991282+00
ed2719ad-8ebd-4859-a2f7-affccb9f450c;df25f4c3-79b8-40d5-b415-f9ae639ec07c;Placement Report;Monthly placement report for February is ready for download.;info;false;;2027-09-08 08:24:15.991282+00
5f4fbaa6-020d-429e-abed-475ed65e1c79;df25f4c3-79b8-40d5-b415-f9ae639ec07c;At-Risk Alert;Carol Davis attendance has dropped below 75%.;warning;false;;2027-09-08 05:24:15.991282+00
f6988377-d118-40a4-a258-c6af66ed7c79;df25f4c3-79b8-40d5-b415-f9ae639ec07c;System Update;New assessment module deployed. 5 new assessments available.;success;false;;2027-09-07 10:24:15.991282+00
c602ad54-15a4-4f24-85ee-cd42f8b13cd9;335b20e9-aebf-42c1-9c07-06bd6d9748cd;Welcome!;Welcome to SkillBridge. Start by adding your skills and taking an assessment.;info;true;;2027-09-08 10:19:15.991282+00
1bc53c44-19a4-4fbb-9fd2-ef8aec90f4bf;335b20e9-aebf-42c1-9c07-06bd6d9748cd;New Assessment Available;JavaScript Fundamentals assessment is now available.;info;true;;2027-09-08 08:24:15.991282+00
8cfc7fff-e8a3-4794-a14c-edec4cd91eac;335b20e9-aebf-42c1-9c07-06bd6d9748cd;Placement Drive;Infosys campus drive registrations are open.;info;true;;2027-09-07 10:24:15.991282+00
2d4f1fdc-1251-411b-86e6-441dffe990f4;c4c6de99-2ad9-4ba0-83be-3c2720b65f7a;New Company Added;Google has been added to the company database.;success;true;;2027-09-08 10:09:15.991282+00
64a6f653-a55c-4e53-a8c2-4236b8387692;c4c6de99-2ad9-4ba0-83be-3c2720b65f7a;Placement Drive Scheduled;TCS campus drive scheduled for March 15.;info;true;;2027-09-08 09:24:15.991282+00
2c35819b-92e1-42f7-ba50-8379473f4fcf;c4c6de99-2ad9-4ba0-83be-3c2720b65f7a;Role Request;2 new role requests pending your approval.;warning;true;;2027-09-08 06:24:15.991282+00
b4aef89a-a04c-48f2-8096-97647b1d41d2;c4c6de99-2ad9-4ba0-83be-3c2720b65f7a;Report Ready;Q1 Placement Analytics report is ready for download.;info;true;;2027-09-07 10:24:15.991282+00
a9e71f53-2625-4988-8a8d-b0d7c0e546c1;6ae1fba2-5466-4ec3-832f-8823d549f7fe;New Student Enrolled;3 new students have been assigned to your mentoring list.;info;true;;2027-09-08 09:54:15.991282+00
fdc1e007-8111-4f33-9b52-5bb23fac2ac7;6ae1fba2-5466-4ec3-832f-8823d549f7fe;At-Risk Alert;Carol Davis attendance has dropped below 75%.;warning;true;;2027-09-08 07:24:15.991282+00
7eec039f-2017-495c-b14f-583e8f76398f;6ae1fba2-5466-4ec3-832f-8823d549f7fe;Assessment Results;5 students completed the Python assessment. Average score: 74%.;success;true;;2027-09-07 10:24:15.991282+00
